Gene_id,SM1,SM2,SM3,R1,R2,R3,mean_sm,mean_r,log2fc,log10intensity,pass_1,pass_2,desc,FDR
Tb927.9.2420,82359.51132053648,72097.11604005843,86753.21437363207,105018.90015918064,82497.20748557906,116191.29539727834,80403.28057807566,101235.80101401267,0.33239330282694685,5.259209297344231,False,False,"hypothetical protein, conserved",0.24982255065408399
Tb927.9.11740,140382.4265023346,148093.81676690353,151470.44737724675,194439.7782507409,194110.47085389387,164949.6718304406,146648.89688216164,184499.97364502514,0.33125439126406114,5.520023278106607,False,False,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",0.0717199361245986
Tb927.10.9060,77113.07096926696,70967.0994026861,87002.32491525658,96121.21653258096,116538.34686110202,83068.49867326248,78360.8317624032,98576.02068898182,0.3311040323576319,5.247818297293114,False,False,"hypothetical protein, conserved",0.24557518284780103
Tb927.3.1810,176754.87664982313,185384.36580019013,191955.5929202069,234740.48485810144,206042.26802810034,255928.7531161941,184698.27845674008,232237.1686674653,0.33042846923436237,5.6200688196550015,False,False,"hypothetical protein, conserved",0.0884399540885865
Tb927.10.7930,9626199.880863547,9122007.940795459,9306151.741266469,12505373.03862916,11544708.672265,11215270.150153847,9351453.187641824,11755117.287016002,0.3300264555981,7.32441767220247,False,False,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",0.037952261731528
Tb927.10.11650,5950.297755921527,3891.4691127546284,4849.414310676759,6769.170940809925,5950.970972001769,5745.875195111257,4897.060393117638,6155.339035974317,0.3299223342892701,4.043456571748993,False,False,"hypothetical protein, conserved",0.27520588922536
Tb927.1.2230,385470.1606777649,320616.5386580923,358503.7836063053,504210.09460985544,380582.12073862366,452396.3287439362,354863.4943140542,445729.5146974718,0.32890432606587827,5.903411793412137,False,False,small myristoylated protein 1-1,0.18484274508115697
Tb927.5.900,599938.4835888437,635264.5348951545,585044.535557313,895953.6607179517,749180.9697682082,641050.3323697377,606749.1846804371,762061.6542852992,0.328807458335072,6.136343435519288,False,False,"oligosaccharyl transferase subunit, putative",0.20162217470303898
Tb927.10.11810,21409.5823990588,19228.774016668285,16517.152716659457,22802.570603250955,22762.0393029944,26217.11750124813,19051.836377462183,23927.242469164496,0.3287240773129118,4.633257103195581,False,False,"hypothetical protein, conserved",0.10744223747217402
Tb11.v5.0775,71895.60275625785,66942.18559793633,63241.29986977924,78274.10456800157,94640.05025259937,80789.80378848602,67359.69607465781,84567.98620302898,0.32822599547759274,5.18163691254027,False,False,"methyltransferase domain containing protein, putative",0.0929536449273459
Tb927.11.16590,60421.80822975947,53054.2811246305,56887.10804676318,81803.57523027055,62106.08525697616,69942.54128052884,56787.73246705104,71284.06725592517,0.3280003489468502,5.1074535124693865,False,False,"RNA-binding protein, putative",0.15573641041834801
Tb927.11.4220,33466.958567659574,33335.49080248349,39735.94090649548,47528.11908522876,39369.78322139809,46810.782980046984,35512.796758879515,44569.56176222461,0.3277197932849701,4.903536855150802,False,False,"palmitoyl acyltransferase 6, putative",0.13265511739917699
Tb927.11.16330,94970.66921760037,99522.61982908468,99344.5347952166,128326.88422242239,122581.45725045423,117846.80255558425,97945.94128063387,122918.38134282028,0.3276430580381245,5.34412556766343,False,False,"hypothetical protein, conserved",0.0329225011374128
Tb927.5.820,60939.99561693124,72332.3649582023,42361.90315730419,70618.2940145221,83795.3952540583,65990.4133637578,58544.754577479245,73468.0342107794,0.32757675718812557,5.120616005684141,False,False,"hypothetical protein, conserved",0.417639600596478
Tb927.6.2930,1106901.2366231605,1210658.733766619,1244241.6000087177,1514555.668439055,1518807.624771942,1436284.2677251368,1187267.1901328324,1489882.5203120448,0.3275539315409547,6.427672658300154,False,False,"ATPase family associated with various cellular activities (AAA), putative",0.0418307961062503
Tb927.10.12450,167045.07145569386,169964.77513931872,177158.80135002945,213874.12915276756,229380.82212122035,201729.34678694364,171389.549315014,214994.7660203105,0.32702239622908374,5.587019488598597,False,False,"SNARE domain-containing protein, putative",0.0437674718869751
Tb927.11.14800,22562.673501822832,22893.109785311077,25339.97381682665,25255.029249587198,30563.519802229654,32959.35493450158,23598.585701320186,29592.634662106142,0.326537747546703,4.72583995443079,False,False,"hypothetical protein, conserved",0.15377771231698
Tb927.4.2380,473115.0177923777,500412.4585425503,480596.0441761808,592308.4741477731,579078.2219602587,651784.7673197722,484707.84017036954,607723.8211426013,0.3263004244165788,6.038394278555074,False,False,"sarcoplasmic reticulum glycoprotein, putative",0.0425919138790994
Tb927.8.4330,5093964.1264819065,4891533.836829133,5390246.4076247,7232466.612468146,5754647.096150071,6289029.167877734,5125248.123645246,6425380.958831984,0.3261601436825617,7.062605637873925,False,False,small GTP-binding protein Rab11,0.105525517084578
Tb927.7.930,301931.0694423406,312048.9579711058,324002.91009710677,390684.60457287746,400307.16248649213,384193.6516743658,312660.9791701844,391728.47291124513,0.32525481611372503,5.847812843977339,False,False,zinc finger CCCH domain containing protein 17,0.0286754238521635
Tb927.10.8920,266709.2270714795,282483.61358603725,275313.97378485836,345967.54701750225,363070.48398855876,323772.91271199123,274835.60481412505,344270.31457268406,0.3249728701969166,5.791764956403048,False,False,"ras-like small GTPase, putative",0.0405414893549445
Tb927.5.990,429971.3650457436,400498.4420417939,413954.29176264745,633367.3009451198,489903.73781618924,434512.63358159986,414808.03295006166,519261.224114303,0.32401666316573924,5.970379078420442,False,False,"hypothetical protein, conserved",0.266037232661913
Tb927.5.1990,77194.19295639609,79184.3749320872,79041.08914702377,105308.91121598489,119451.80553262957,69878.21902788128,78473.21901183568,98212.97859216524,0.32371330406386134,5.247202624557442,False,False,"hypothetical protein, conserved",0.519935060213215
Tb927.10.3560,941263.3833115435,981357.8122867319,933312.3108179197,1091187.6601201068,1201106.795784874,1281383.629791929,951977.835472065,1191226.0285656366,0.3234472932670535,6.331063483601617,False,False,"arginine N-methyltransferase, putative",0.0562483368032768
Tb927.10.8850,211860.83046764263,225438.31915577815,218393.1515294543,280191.59529584425,259802.2722073119,280434.476911754,218564.1003842917,273476.11480497004,0.3233583798796167,5.692000599761335,False,False,"A distinct subfamily of CDD/CDA-like deaminases, putative",0.0348232238218818
Tb927.7.4750,391819.1978336874,409363.93620590586,392789.2607825202,510924.8734354473,512861.3803515477,469826.6047482652,397990.79827403784,497870.95284508675,0.3230367716820614,5.952240994752995,False,False,"hypothetical protein, conserved",0.0356218159499253
Tb927.10.9160,106327.74741567827,102437.03546565311,109702.2888943408,147183.61974160242,122282.9049484249,128781.58550566842,106155.69059189073,132749.37006523192,0.3225233044720806,5.378225349382298,False,False,"Cyclin 12, L-type",0.0745355751609108
Tb927.7.5700,2075812.317588917,2321362.3595183953,2313824.869141607,2833564.462476913,2983464.038899944,2573733.676428687,2236999.8487496395,2796920.725935181,0.3222742047507839,6.701906358958028,False,False,peripherally associated ATOM36,0.0705198678974646
Tb927.6.1810,300399.6849914336,284045.0911213154,295373.9279262002,393283.8737956872,327357.45172167156,379111.13925205084,293272.9013463164,366584.1549231365,0.3219006577287916,5.819449865243351,False,False,"Alpha/beta hydrolase family, putative",0.0745355751609108
Tb927.1.3450,422653.8306965447,378452.84473451204,397696.5511513639,494077.7581024211,551230.4986157992,452891.92642826977,399601.0755274735,499400.0610488301,0.3216355314739218,5.953760240797195,False,False,"hypothetical protein, conserved",0.088206602770707
Tb927.10.9490,21275.48278768208,17794.680175057594,24159.976514394777,32601.57490016755,17850.339189263676,28561.189101830303,21076.713159044815,26337.701063753844,0.3214795215297228,4.675910389475507,False,False,expression site-associated gene 3 (ESAG3)-like protein,0.689730322816135
Tb927.5.1300,2270256.754085163,2283044.5226329523,2370296.168615132,3044394.0772159267,2918091.3796624886,2682343.381718819,2307865.8151110825,2881609.6128657446,0.32031555445344995,6.715123459919935,False,False,"V-type proton ATPase subunit a, putative",0.0439955494012085
Tb927.11.14610,531266.2381579004,549578.4551467678,546675.8931123656,711164.8728222729,703008.3120233282,617757.2412060578,542506.8621390113,677310.1420172197,0.32017521254031495,6.086294683095915,False,False,"procyclin-associated gene 4 (PAG4) protein, putative",0.0541760087400374
Tb927.6.3810,69926.32512992932,78614.23017414025,74305.17933877141,87157.34781003009,97890.15238193239,93157.60217050507,74281.91154761366,92735.03412082251,0.3201035321189143,5.2227605372370185,False,False,"hypothetical protein, conserved",0.054716966979615
Tb927.5.3700,85020.80916359919,88532.69438671277,89249.93882465061,118931.0073281175,103669.71315294146,105385.15695248927,87601.14745832085,109328.62581118273,0.3196495227885279,5.294311380887489,False,False,"hypothetical protein, conserved",0.0536427513961477
Tb927.10.4100,308619.4945035993,325557.7932269658,327393.0610771095,435329.46020539687,394521.4247713032,370200.9255656274,320523.4496025582,400017.2701807758,0.31963237890985324,5.857658529046607,False,False,"hypothetical protein, conserved",0.060971632163176
Tb927.11.4520,20858.283996732276,24957.958368145955,25500.116307870972,28263.442701913304,31045.32144826319,29634.632596833748,23772.119557583064,29647.79891567008,0.31865445966904016,4.727703220887838,False,False,"hypothetical protein, conserved",0.0939499772913413
Tb927.5.4110,73828.45826591615,66795.28343507793,74447.5282196997,97589.3222973161,95727.19242826477,74877.42886070184,71690.42330689792,89397.98119542758,0.318461841692524,5.207064280072249,False,False,"hypothetical protein, conserved",0.180338155659065
Tb927.2.2360,99324.76771044948,109601.34094659363,98183.26760869635,127833.50441624092,131157.11475357242,123878.33182024013,102369.79208857981,127622.98366335116,0.3180981091437345,5.361714194711738,False,False,"Ankyrin repeats (3 copies)/Zinc finger, C3HC4 type (RING finger), putative",0.0425919138790994
Tb927.9.1960,1162610.5196210209,1191551.1797165053,1100394.3098074992,1408178.1687648038,1414417.2681313434,1482786.0929998439,1151518.6697150085,1435127.176631997,0.31764078792526185,6.412736970847934,False,False,"nitrilase, putative",0.0344431257759809
Tb927.3.5040,114489.61265132317,108964.4224782565,114675.13466887512,145619.24474639285,126287.62375840447,149132.72445809125,112709.7232661516,140346.53098762952,0.3163814249088177,5.403217075311434,False,False,"hypothetical protein, conserved",0.0705198678974646
Tb927.10.11340,378177.45958993206,373788.9578857208,412849.2149238621,489553.10427012265,437368.8275659946,522707.9321298198,388271.877466505,483209.9546553124,0.3155829594466898,5.940258337755265,False,False,"hypothetical protein, conserved",0.0817582330808979
Tb927.11.14140,1839730.7795355776,1769914.2404807026,1876851.264923582,2385431.194618416,2097072.5490818447,2343649.8153189113,1828832.094979954,2275384.5196730574,0.3151877411199556,6.613230274147107,False,False,ethanolamine-phosphate cytidylyltransferase,0.052785213383391
Tb927.1.3220,110441.79104865546,123469.72695070849,118421.15785119853,148290.71589205845,145508.2150649131,144535.2650885284,117444.22528352082,146111.39868183332,0.3150929544448174,5.420872287980534,False,False,"TBC1 domain family member 20/GTPase, putative",0.037952261731528
Tb927.4.4470,10415.89759230424,13469.798317478073,9288.545432309547,13808.617746176827,14813.341634137783,12647.231118930542,11058.080447363953,13756.396833081717,0.31500166681825187,4.3947051311711,False,False,adenylyl cyclase,0.251437471243334
Tb927.11.2370,692086.4387645021,772397.1902795465,751705.1069388811,916422.9058475785,915536.3714403413,924258.0473874436,738729.5786609765,918739.1082251212,0.3146088974174644,6.219445332406503,False,False,mRNA export factor MEX67,0.037952261731528
Tb927.5.4350,1089517.953666919,1081528.6507505274,1056472.1879947572,1512028.601139101,1300555.5970815388,1199451.8424031592,1075839.5974707345,1337345.3468745996,0.3139090701880473,6.382590607126656,False,False,Nudix hydrolase 2,0.10582197158328699
Tb11.v5.0141,38337.58889692272,68744.0484906191,27767.396838972214,59613.51760591319,46288.99019360186,61670.27780479012,44949.678075504686,55857.595201435055,0.3134426802406475,5.003491867725432,False,False,"variant surface protein (VSG), putative",0.6654126422339129
Tb927.3.860,2199233.626578233,2357214.705558663,1960855.8347871844,2165937.3491367036,2696442.032673131,3234460.291329627,2172434.7223080266,2698946.557713154,0.3130835827022747,6.6876521228644945,False,False,"Acyl carrier protein, mitochondrial",0.344950209829543
Tb927.5.2780,2647970.659462929,2527641.760231452,2700789.063875614,3787712.873016661,3309606.6915995656,2686455.78803563,2625467.161189998,3261258.4508839524,0.31285462665411146,6.769873793254098,False,False,mitochondrial DNA polymerase beta,0.233216285942136
Tb927.9.2560,84259.25581504003,87777.63781537763,91020.87128409401,126052.52365246386,94532.98322014746,106131.71686846415,87685.92163817055,108905.74124702516,0.31266287613209354,5.2935650962034995,False,False,"TLC domain containing protein, putative",0.16878936291208302
Tb927.10.8110,374179.3045099965,360187.6667231667,383040.2354505236,497964.62828282645,401995.5272290028,486592.5689629555,372469.0688945623,462184.241491595,0.31134744668727365,5.921506120211699,False,False,"Protein of unknown function (DUF2453), putative",0.11284196835977099
Tb927.6.3700,76586.60582830649,81453.65379750125,83320.92063282826,107284.83717147267,99004.06131571077,93129.13166523483,80453.72675287868,99806.0100508061,0.3109674428383056,5.255898732619782,False,False,"peptidyl-tRNA hydrolase PTH2, putative",0.0591978189175859
Tb927.11.7702,92239.01046733382,105944.19619291593,104588.96725046936,128026.04287718979,121696.09525133278,125829.08866282988,100924.05797023971,125183.74226378415,0.31077708950661487,5.354315544831698,False,False,U6 snRNA-associated Sm-like protein LSm5,0.0552851217440241
Tb927.5.1580,268505.49964362447,283367.081138892,301058.518105376,385185.2247820253,363533.7548020525,308746.8127082594,284310.36629596417,352488.5974307791,0.31010988650893845,5.804002347995751,False,False,zinc finger CCCH domain containing protein 13,0.12404419081430001
Tb927.2.5000,66671.51234021779,65550.21055826407,79281.77113648805,87606.20309711715,87557.1542596278,87055.42387425268,70501.1646783233,87406.26041033254,0.3100895244062916,5.198402551789261,False,False,"hypothetical protein, conserved",0.0804101867421563
Tb927.3.5640,176498.26628237384,182970.239347622,158166.46381564983,190829.68210794957,225798.19449686844,225022.43795062345,172544.98981521523,213883.43818514716,0.30985219053837343,5.58706906823401,False,False,"nuclear transcription factor, putative",0.11188299167050399
Tb927.9.5680,144852.4135482253,141416.44572788526,140429.04404734852,171924.8119735323,188026.18083667557,168766.8284629676,142232.63444115303,176239.27375772517,0.3092829343157053,5.503071130070827,False,False,"inositol/phosphatidylinositol phosphatase, putative",0.0418307961062503
Tb927.9.4370,351655.53645098046,372032.29565853294,367185.1923313398,470058.58509904944,466740.19714150025,414836.35105039726,363624.34148028446,450545.04443031567,0.30922257187219626,5.910714768173498,False,False,"GTPase activating protein, putative",0.0542159774031026
Tb927.8.8070,109365.68305612622,110392.35259275425,109102.92518516906,150059.66300202618,120316.57771781797,136890.40719189285,109620.3202780165,135755.54930391232,0.3084959176069218,5.389831851697066,False,False,conserved protein,0.0970805131577704
Tb927.2.3400,33913.95727224865,32312.312101735457,30848.50090643321,44665.312843995234,37472.4318674669,38069.28339892858,32358.256760139106,40069.00937013023,0.3083529549294059,4.859902092449836,False,False,"hypothetical protein, conserved",0.0900175722129414
Tb927.6.2550,1539331.094544144,1564867.585190234,1541394.8889465216,1870751.821194466,1892203.9004479286,1989244.7478624703,1548531.1895602997,1917400.1565016217,0.3082510140092385,6.53981995586152,False,False,"RNA-binding protein, putative",0.0288348980231446
Tb927.8.900,1257639.1331151421,1341021.5622052988,1245833.6598612051,1655469.7545460097,1663862.8639303278,1439342.210883791,1281498.118393882,1586224.943120043,0.30776601430185074,6.4575372088285485,False,False,splicing factor TSR1,0.0712369501533935
Tb927.11.14570,19028.900409432557,20266.334747346507,15669.614971658788,19322.437921600114,21512.237597257845,27191.44145938485,18321.616709479284,22675.372326080935,0.30757942652473297,4.612751961762192,False,False,"LicD family, putative",0.336028992077474
Tb927.10.12090,390287.8133827804,387451.88631940435,332852.88986534585,404041.9603012054,449712.42101886217,520103.408129173,370197.5298558436,457952.5964830802,0.30690300117573266,5.918109072449871,False,False,"RNA-binding protein, putative",0.180338155659065
Tb927.11.13300,1023875.3661226348,777441.1736336356,1088032.4333058319,1310705.572909438,1058419.3852287896,1203880.587667417,963116.3243540343,1191001.8486018814,0.306393691308503,6.333269524614193,False,False,Intraflagellar transport protein 25,0.280072207218432
Tb927.6.1540,394583.96759910876,422225.5801149072,415256.0348185049,540395.2916144339,475480.5731560829,507639.65359976166,410688.5275108403,507838.50612342614,0.3063251428796522,5.963091942770749,False,False,"Yip1 domain containing protein, putative",0.0533604523119125
Tb927.4.2230,505116.8139394398,506689.18731922744,523572.295135386,623848.68078196,650061.6054944723,624653.4302604022,511792.7654646844,632854.5721789448,0.30631425728666833,6.058671702477755,False,False,"dolichyl-P-Man:GDP-Man1GlcNAc2-PP-dolichyl alpha-1,3-mannosyltransferase, putative",0.0286111096017337
Tb927.4.3180,617785.3207572519,628340.6147716186,658091.9876126193,774305.4543596932,794622.6891184647,783877.3671420524,634739.30771383,784268.5035400701,0.30518347486753494,6.151984786137621,False,False,"hypothetical protein, conserved",0.0292928474404684
Tb927.10.630,330596.930812562,347418.4787208595,352182.36948613456,433512.3784801919,408975.4741523091,430010.07589627104,343399.25967318536,424165.9761762574,0.30474197286844895,5.885115296677488,False,False,"hypothetical protein, conserved",0.0348975157085512
Tb927.5.530,242745.129853232,272477.82990603143,260723.21348970872,349613.7441217215,324526.35230587627,284272.7228074441,258648.72441632405,319470.939745014,0.304690627690658,5.762017741718167,False,False,"hypothetical protein, conserved",0.114299719565008
Tb927.5.1000,1113109.5519646755,1128167.5192384396,1156397.356383234,1585072.879761579,1474230.6776068737,1136184.052913762,1132558.1425287833,1398495.8700940714,0.3042908770830264,6.403301413089415,False,False,"ubiquitin-conjugating enzyme E2, putative",0.24557518284780103
Tb927.5.130,118802.32237522885,143142.28931950845,133545.72644982926,187135.35038849313,135923.6566790751,165181.65372523508,131830.1127148555,162746.88693093444,0.3039499980998909,5.4691988344384885,False,False,"variant surface glycoprotein (VSG)-related, putative",0.26250228081148397
Tb927.10.14410,21647.98170817297,22188.390318731614,23200.994579719987,29033.596545708788,23808.001850793687,29905.62962848,22345.78886887486,27582.409341660827,0.3037455059163878,4.698345893686971,False,False,"leucine-rich repeat protein (LRRP), putative",0.133786058916488
Tb927.8.4930,215511.31988845338,230667.21432325552,201077.15936916438,242586.4271417679,305151.3373948697,251194.21353607086,215751.8978602911,266310.6593575695,0.30373692493605814,5.683103400254685,False,False,"hypothetical protein, conserved",0.158825256258302
Tb927.1.2580,87562.07957672594,101235.10867862983,100636.91279311817,95810.7482643009,110371.69758815148,151009.66887961005,96478.03368282464,119064.03824402082,0.3034653224716403,5.3335320532546495,False,False,exosome-associated protein 1,0.45659801838878206
Tb927.1.4490,670398.7238381434,659395.5265423143,673740.9994567754,839479.723390886,765199.8450081265,867781.0006365749,667845.0832790778,824153.5230118624,0.3033996204641603,6.173768417452711,False,False,"acetyltransferase, putative",0.0480284442815724
Tb927.10.1400,4087720.375929174,4220714.869370837,4139730.218785591,4901066.523453507,4793617.530824641,5665103.3171964595,4149388.4880285338,5119929.123824868,0.30322510246661405,6.967047763452488,False,False,hypoxanthine-guanine phosphoribosyltransferase,0.0745355751609108
Tb927.5.1090,13821365.500969872,13354742.078036528,13521270.676596317,19602822.05535691,16795111.22519451,13809249.519219141,13565792.751867572,16735727.599923521,0.30295791711054787,7.4814644193877395,False,False,"threonyl-tRNA synthetase, putative",0.249284278816947
Tb927.7.2150,77470.66993293821,70056.92236567532,75807.3346348831,85745.80021819868,99405.56268740539,90341.13107506871,74444.97564449887,91830.83132689093,0.30280412272393614,5.220829064233575,False,False,SUMO-interacting motif-containing protein,0.0730634338513227
Tb927.11.7370,157831.93148888575,172574.08628379664,154926.15376294008,192069.14845030793,213886.98713659504,192703.14215312296,161777.39051187414,199553.09258000864,0.3027626417979037,5.557904601701296,False,False,"haloacid dehalogenase hydrolase, putative",0.0635908696072994
Tb927.3.4720,18204436.13207938,19264729.09149377,19278908.307827383,25501719.15267794,23514597.002247628,20949019.56309764,18916024.510466844,23321778.572674405,0.30206889970454026,7.625701321133673,False,False,dynamin-1-like protein,0.0898818942276464
Tb927.10.2930,743433.3455157245,712958.3151537623,797725.0017337241,970032.8335680297,887843.0717003798,921157.9257024631,751372.2208010703,926344.6103236242,0.30202121299713874,6.224718661464244,False,False,"hypothetical protein, conserved",0.0533604523119125
Tb927.10.16030,117982.82475014888,129263.63043687202,112174.66419467426,135835.88419942834,156626.7145887638,150651.1514058368,119807.0397938984,147704.58339800965,0.3020019122812558,5.427342656557033,False,False,"mitogen activated protein kinase 4, putative",0.0859557260100968
Tb927.10.7430,39801.92354214136,42244.13105638601,41241.842225789485,54726.650793954665,42541.6440577855,54700.27632937484,41095.965608105624,50656.190393705,0.30174181158311936,4.962616278141437,False,False,"GTP-binding protein, putative",0.179688653439636
Tb927.8.2090,14912.373450318755,14529.959380903741,11122.879334113759,19476.468690359212,12519.636361995244,17972.27006762149,13521.73738844542,16656.12503999198,0.3007722709899314,4.479688474392133,False,False,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",0.533630657212127
Tb927.7.1620,9672.55530208019,12132.269533970108,9428.740349908001,13936.174476555456,12294.177899428272,12235.990487249459,10411.188395319434,12822.114287744394,0.30049941722841383,4.366110950440684,False,False,"Cleavage factor I 25 kDa subunit, putative",0.17941015502212398
Tb927.6.1980,401305.50367552217,422061.2140585621,402294.79460766586,545232.8204457742,483572.3700317742,480033.8081192213,408553.83744725,502946.33286558994,0.29987826178960003,5.959756754138466,False,False,"LMBR1-like membrane protein, putative",0.0585447598792595
Tb927.9.7110,1699422.8528173412,1737349.2155673367,1657708.908757663,1817442.7348192474,1715543.2969023006,2738440.821732751,1698160.325714114,2090475.6178180997,0.29985854446514254,6.578482875184934,False,False,"GRAM domain containing protein, putative",0.5098796784181729
Tb927.5.570,1139101.6988611512,1122003.7921254996,1192827.4318313291,1616721.3892800496,1413902.522783017,1220646.5518821073,1151310.97427266,1417090.1546483915,0.2996539802693474,6.409662852135313,False,False,"hypothetical protein, conserved",0.171844905381583
Tb927.6.840,1264840.7789112993,1326434.074704674,1285635.1561733913,1669669.466040989,1584180.2840093975,1516423.4677450403,1292303.3365964547,1590091.0725984757,0.29916465120285846,6.459753406740745,False,False,"hypothetical protein, conserved",0.041116467732265995
Tb927.10.3130,101435.59492656455,99326.40784932276,111107.04758771209,121094.65828303044,126781.77929279783,135814.85477057312,103956.35012119981,127897.09744880046,0.2990056362686965,5.365213558068766,False,False,"myotubularin-associated protein, putative",0.0639368148406657
Tb927.6.1580,289026.0512857783,311843.5004006745,290944.25551310275,374427.1382765072,391052.0411235831,331639.20787183964,297271.26906651846,365706.1290906433,0.2989047707506477,5.821498722940306,False,False,"polynucleotide kinase 3-phosphatase, putative",0.0790207839356146
Tb927.1.1980,80784.25477454942,70545.91138330188,80623.7839415554,92937.11173463901,95171.26745207224,97227.82996098962,77317.9833664689,95112.06971590029,0.2988244214318908,5.2366129618967845,False,False,"protein transport protein YIF1, putative",0.060971632163176
Tb927.10.200,1313431.1936508892,1442003.958072298,1377693.675878989,1802521.0040957099,1687541.1499533432,1592028.47618487,1377709.6092007256,1694030.2100779742,0.298187771062273,6.4873844275584185,False,False,"vacuolar ATP synthase, putative",0.0591978189175859
Tb927.11.5290,651732.3890446553,639003.8626770047,688472.2356212621,785412.5168256812,729497.1076482058,918658.8480176319,659736.1624476407,811189.4908305063,0.2981497757302742,6.167590722226491,False,False,mitochondrial carrier protein,0.129569424398565
Tb927.7.2480,9107.184718312903,8461.975495784807,8074.178367179859,10572.888573392962,10904.365458946932,10037.118463545454,8547.779527092523,10504.790831961784,0.2974258336623386,4.279953574103583,False,False,Parvulin 42,0.0273472555096606
Tb927.9.9520,525049.6450625969,526834.3021000194,554982.6995191678,704462.1276504904,568258.2747384373,701291.8125952256,535622.2155605947,658004.0716613844,0.2968807118616213,6.076868374697744,False,False,"zinc finger protein family member, putative",0.13684065621368302
Tb927.11.6320,385047.9952345419,398392.5019448727,423628.39663099765,497314.81097712397,491973.01411646145,493446.57949097356,402356.2979368041,494244.8015281863,0.29675217690246863,5.952599267087531,False,False,MRB1-associated protein,0.0378050235864643
Tb11.v5.0627,31025.848975375924,27059.789313658475,23996.08800016813,31055.25038567193,36985.4827679501,32769.55156603339,27360.575429734174,33603.42823988514,0.29650985267742713,4.785073480551473,False,False,"lipase domain protein, putative",0.18734705792048398
Tb927.11.12250,97900.9940587954,103684.16291817129,109252.766112462,124644.58615677524,131486.55177650132,125438.93729431194,103612.64102980956,127190.02507586284,0.29578550461165865,5.363240821244067,False,False,DNA replication licensing factor MCM4,0.0462660987703014
Tb927.10.4160,189444.67320787956,191496.72852052224,209824.1234998895,225161.6964258951,258000.66348816943,241798.94679689532,196921.84174276376,241653.76890365328,0.2953183578569135,5.642044476734596,False,False,predicted zinc finger protein,0.0728593808724139
Tb927.5.3270,79701.52457898924,84871.44048162644,81538.7501038379,109336.57514595908,97708.9620193215,94948.080613055,82037.23838815119,100664.5392594452,0.2952047273266333,5.261742772961657,False,False,"Autophagy protein Apg6, putative",0.0649516032048586
Tb927.9.6430,329893.3217405236,355729.23744480684,335634.31207822094,421045.51313375257,402016.11704293586,429978.44200152636,340418.9570878505,417680.0240594049,0.29508676752985424,5.8797259129666815,False,False,"Rab geranylgeranyl transferase component A, putative",0.0411118006719226
Tb927.5.1250,335439.4167789436,343463.42049005633,341646.67928585,536255.7147040331,335686.0314575931,379996.8883049024,340183.17218495003,417312.87815550953,0.2948176653619627,5.879380372725741,False,False,"GAF domain/TIP41-like family, putative",0.48339418284455704
Tb927.4.5310,780749.4595951233,701267.7793962196,729528.6496995266,864509.7233142392,878587.9503374707,969652.6863460863,737181.9628969565,904250.1199992654,0.29470111227784956,6.215222917748506,False,False,Repressor of differentiation kinase 2,0.0663547057792342
Tb927.11.12470,771917.0963025948,823504.7609243401,815996.2298055065,1009082.0401792226,988094.8757404339,959814.5450804849,803806.0290108137,985663.8203333804,0.2942482730276255,6.252724385389475,False,False,"hypothetical protein, conserved",0.0356218159499253
Tb927.11.3140,103082.86793051315,101114.91599992749,105900.07536428256,136967.04765750296,112060.06233066216,131206.85076942865,103365.95309824107,126744.65358586458,0.29416382606414665,5.361936637435322,False,False,"dual specificity tyrosine-phosphorylation-regulated kinase 2, putative",0.103916926460698
Tb927.5.2520,40797.73732292035,42316.04120603697,46714.78209516397,60702.563275655244,48754.62041208542,49707.39327550323,43276.1868747071,53054.85898774796,0.2939114983985089,4.983766275430225,False,False,"TPR repeat, putative",0.165708365828556
Tb927.7.3570,210528.1121076641,220969.6169988967,227879.9552386883,263801.7588075716,278703.7213978581,265809.0729081216,219792.56144841635,269438.1843711838,0.2938117605937616,5.689513742559274,False,False,"hypothetical protein, conserved",0.0390089128425806
Tb927.10.3780,257032.53289250494,245110.88152457812,263504.6357025839,328097.5711106852,311801.8472952471,298634.51102153736,255216.01670655562,312844.6431424899,0.29372752908873595,5.7543947139347695,False,False,"hypothetical protein, conserved",0.046026436414099994
Tb927.5.3820,2173820.9224469652,2214010.778968025,2185336.2739879144,3003118.6446500123,2777565.899569375,2274687.924775468,2191055.991800968,2685124.156331619,0.2933624454719941,6.688079742043692,False,False,"aspartate carbamoyltransferase, putative",0.180338155659065
Tb927.9.1560,694164.1549654624,627919.4267522343,666707.8409319632,867325.5983056164,809262.0468248682,760320.6601888334,662930.4742165533,812302.7684397727,0.2931599877306432,6.168860690138203,False,False,"DnaJ domain containing protein, putative",0.0679538220166478
Tb927.8.8310,148411.8476773605,138940.68200418772,149157.27806216205,203140.109954868,145992.07569233992,185532.7926776579,145503.26924790343,178221.65944162195,0.2926211107978761,5.510176143874133,False,False,"chaperone protein DnaJ, putative",0.26262676817004105
Tb927.10.7820,147319.1841772539,160349.36084313242,158213.28910542885,191359.16287555898,175342.85545391252,203806.63920851218,155293.94470860506,190169.5525126612,0.29228470242342386,5.538402165189564,False,False,"hypothetical protein, conserved",0.0745355751609108
